f_id,f_name,settlement_date,CT_Area,Owned_Leased,Species_Rich,Purchase_Price,Planting_Year,Arch_Sites,Fish_Spawning,Reg_Success
542,Casper,4/04/2022,1827.0524,Leased,89,"$4,931,683.42",2004,TRUE,FALSE,86
15,Meric,17/10/2022,1198.0149,Leased,1,"$7,214,181.82",1995,FALSE,TRUE,110
415,Atkin,17/08/2022,740.4615,Leased,41,"$8,108,213.41",1976,FALSE,TRUE,107
867,Strafen,10/11/2022,446.9132,Leased,39,"$5,758,232.97",1985,FALSE,TRUE,95
516,Nelm,29/06/2022,2899.4843,Leased,82,"$1,731,408.69",1995,FALSE,TRUE,96
510,Butner,18/03/2022,400.0998,Leased,4,"$186,339.18",1998,FALSE,FALSE,95
70,Curnow,10/12/2022,2767.8196,Owned,99,"$6,632,134.71",2006,FALSE,FALSE,90
665,Addinall,21/08/2022,1229.0896,Owned,72,"$9,028,125.94",1996,TRUE,TRUE,77
171,Ledram,18/10/2022,1133.3786,Owned,58,"$7,396,344.21",1999,FALSE,TRUE,87
810,Handke,5/07/2022,69.5831,Leased,45,"$2,929,409.48",2007,TRUE,TRUE,77
125,Weond,2/07/2022,124.5234,Owned,9,"$282,541.86",2008,FALSE,FALSE,91
99,Ber,7/08/2022,2380.8567,Leased,8,"$4,600,010.63",2009,TRUE,FALSE,81
114,Lilywhite,23/02/2022,2026.0424,Owned,37,"$1,763,705.76",2011,TRUE,FALSE,80
361,Edson,28/06/2022,467.1862,Owned,81,"$2,371,835.06",1994,TRUE,FALSE,90
632,Mustill,29/10/2022,2714.3429,Owned,9,"$6,371,080.66",2010,FALSE,FALSE,91
526,Charpling,23/12/2021,2831.3038,Leased,94,"$9,100,654.71",1987,FALSE,TRUE,94
198,Howel,1/01/2022,1970.4375,Owned,83,"$4,784,648.31",1994,FALSE,FALSE,78
100,Elphee,17/09/2022,2241.3758,Owned,2,"$9,130,684.28",2000,FALSE,FALSE,96
58,McKirton,29/12/2021,1887.2627,Leased,68,"$2,048,996.93",2004,TRUE,FALSE,105
971,Munnis,27/06/2022,2497.721,Leased,98,"$2,650,374.25",1996,FALSE,TRUE,79
997,Estrella,21/08/2022,1663.1072,Owned,50,"$5,105,006.27",2002,TRUE,TRUE,83
375,Ithell,22/08/2022,2832.1731,Owned,8,"$7,396,040.43",1997,FALSE,TRUE,90
771,Cortez,3/02/2022,822.6367,Owned,30,"$4,901,777.63",2009,TRUE,TRUE,86
42,Twiddy,22/04/2022,705.7484,Leased,41,"$1,144,105.74",2000,TRUE,TRUE,77
449,Fould,11/03/2022,572.2448,Owned,96,"$6,886,590.68",2001,TRUE,FALSE,94
340,Perigo,9/06/2022,1204.5029,Leased,30,"$5,726,036.23",2007,TRUE,TRUE,94
469,Dutton,17/12/2022,526.2138,Owned,43,"$3,258,686.27",2006,FALSE,TRUE,91
128,Szwandt,11/10/2022,580.3961,Owned,27,"$9,250,598.00",2007,FALSE,TRUE,93
836,Ossulton,19/08/2022,2652.1273,Leased,14,"$31,902.97",1993,FALSE,TRUE,109
901,Worboys,18/03/2022,340.0473,Owned,50,"$9,704,305.40",2011,FALSE,TRUE,94
840,Goodsell,11/06/2022,1868.2874,Leased,60,"$2,301,142.82",2004,TRUE,TRUE,95
660,Vose,7/02/2022,2638.6753,Owned,54,"$8,486,549.17",1993,TRUE,TRUE,84
830,Dargie,31/01/2022,941.9753,Owned,81,"$4,823,913.15",1986,TRUE,FALSE,88
29,Shore,21/05/2022,591.2992,Leased,36,"$4,825,028.07",1989,TRUE,TRUE,93
633,Dayne,30/01/2022,1470.11,Owned,13,"$6,338,198.70",2002,TRUE,FALSE,88
753,Favell,15/10/2022,1646.7628,Owned,87,"$192,271.07",1998,FALSE,TRUE,72
183,Crimes,29/11/2022,1564.6586,Owned,36,"$5,790,533.68",2003,TRUE,FALSE,96
3,Henbury,25/01/2022,541.0532,Owned,17,"$646,047.50",2011,FALSE,FALSE,100
171,Jeans,10/09/2022,2362.9442,Leased,94,"$8,423,522.66",2012,FALSE,FALSE,96
717,Buggs,23/12/2021,2077.5449,Owned,37,"$4,251,718.37",1994,TRUE,TRUE,88
368,Tothe,2/12/2022,2968.8984,Owned,45,"$9,722,620.06",1994,TRUE,FALSE,79
699,Flacknell,14/12/2022,2689.7007,Owned,83,"$7,181,254.62",2010,TRUE,FALSE,82
444,Allgood,28/01/2022,2733.5388,Leased,85,"$7,012,131.78",2008,TRUE,FALSE,78
116,Noakes,15/03/2022,1267.0338,Leased,72,"$1,058,660.31",2011,TRUE,FALSE,100
243,Grimolbie,26/12/2021,1870.3892,Owned,92,"$2,496,977.94",2002,TRUE,FALSE,82
939,Suttaby,17/03/2022,1406.8913,Leased,100,"$7,394,849.15",1998,TRUE,FALSE,84
835,Cranmere,13/12/2022,884.5659,Leased,41,"$6,685,425.80",1974,TRUE,FALSE,87
493,Collecott,31/12/2021,1883.5567,Owned,72,"$8,026,817.87",2008,TRUE,TRUE,84
766,Schimoni,20/10/2022,841.1014,Leased,1,"$9,375,384.25",1997,TRUE,FALSE,95
780,Pleuman,2/10/2022,755.8082,Owned,64,"$2,267,727.08",1985,TRUE,FALSE,93
210,Lowndsborough,18/12/2022,2871.8746,Owned,66,"$4,231,982.45",2009,TRUE,TRUE,78
861,Winsborrow,13/04/2022,84.8543,Leased,81,"$5,684,143.51",1989,FALSE,FALSE,70
643,Kaplin,20/10/2022,179.0962,Leased,21,"$8,373,413.46",1997,TRUE,FALSE,95
199,Mergue,2/08/2022,2599.29,Owned,58,"$4,791,709.67",2009,TRUE,TRUE,91
936,Lune,24/03/2022,2441.487,Leased,63,"$3,710,373.84",2012,FALSE,FALSE,80
3,Aslam,10/08/2022,1093.5182,Owned,70,"$5,367,215.73",1997,TRUE,TRUE,88
876,Abadam,5/11/2022,2384.521,Leased,36,"$5,533,371.78",2002,TRUE,FALSE,107
479,Ivel,3/05/2022,422.2557,Leased,41,"$5,482,893.15",1993,FALSE,TRUE,95
971,Faucett,26/07/2022,308.8955,Leased,37,"$7,922,663.69",1993,FALSE,TRUE,71
4,Albrook,18/02/2022,2907.4982,Leased,45,"$2,151,224.74",2004,FALSE,TRUE,93
982,Thom,3/04/2022,1776.5687,Owned,93,"$1,896,289.35",1967,TRUE,FALSE,81
358,Bouldon,9/09/2022,768.2497,Owned,74,"$5,512,638.53",2005,TRUE,TRUE,93
197,Wisbey,19/12/2022,763.9527,Owned,30,"$2,398,789.78",2000,TRUE,FALSE,103
207,Fenkel,29/09/2022,663.6757,Leased,94,"$7,220,437.27",2003,FALSE,FALSE,92
991,Itscowicz,28/05/2022,972.5019,Owned,56,"$6,959,415.83",2003,TRUE,TRUE,96
597,Cushe,13/12/2022,1705.2755,Owned,3,"$7,427,631.30",1993,TRUE,TRUE,90
724,Lockton,3/06/2022,2371.5299,Owned,48,"$7,164,750.46",2004,FALSE,TRUE,96
137,Ireland,26/11/2022,2859.4321,Owned,73,"$5,023,875.77",2008,TRUE,TRUE,89
588,Maunsell,3/04/2022,1081.5347,Owned,58,"$6,663,968.52",2005,FALSE,FALSE,83
469,Linnell,6/01/2022,256.0501,Leased,45,"$9,687,127.47",1992,FALSE,FALSE,86
684,Gabits,22/03/2022,2278.8385,Leased,19,"$9,762,053.15",2005,TRUE,TRUE,101
168,Dearnaly,6/11/2022,1511.7089,Leased,50,"$9,427,160.37",2009,TRUE,TRUE,83
186,Danelut,1/04/2022,1627.2209,Leased,86,"$6,499,732.83",2012,TRUE,TRUE,82
797,Basile,16/08/2022,2736.2285,Owned,27,"$9,478,816.82",2001,FALSE,TRUE,101
236,Lenin,19/06/2022,2959.5455,Leased,95,"$9,314,477.79",2005,TRUE,TRUE,80
540,Burney,6/02/2022,1159.4968,Owned,71,"$7,339,573.19",2008,TRUE,TRUE,97
879,Rutigliano,20/01/2022,2552.292,Owned,30,"$3,549,771.67",2005,FALSE,TRUE,91
520,Rashleigh,22/09/2022,2365.3071,Owned,81,"$5,843,278.18",2002,FALSE,FALSE,101
390,Tremlett,12/10/2022,1233.0886,Owned,82,"$2,894,082.55",2002,FALSE,TRUE,93
343,Biffen,6/06/2022,2630.3162,Leased,36,"$7,521,111.33",1997,TRUE,TRUE,104
365,Stroulger,25/11/2022,2322.1834,Leased,75,"$6,878,954.78",2008,TRUE,FALSE,77
776,Skellern,23/10/2022,2547.9152,Leased,9,"$7,801,734.01",1999,FALSE,FALSE,75
118,Slopier,27/05/2022,2220.7166,Owned,81,"$5,199.26",2006,FALSE,FALSE,86
796,Waplinton,24/02/2022,2947.0256,Owned,9,"$4,899,941.81",2000,TRUE,FALSE,91
366,Scuffham,17/06/2022,1010.1261,Owned,25,"$7,669,189.07",1990,FALSE,FALSE,91
797,Rowston,29/05/2022,293.4165,Owned,75,"$6,109,484.27",2007,TRUE,TRUE,105
654,Youll,21/10/2022,452.7798,Leased,55,"$3,339,359.39",2008,TRUE,TRUE,90
398,Saing,13/12/2022,2158.2341,Owned,56,"$7,360,642.26",1998,FALSE,TRUE,82
552,Reimer,17/03/2022,225.5706,Owned,43,"$5,292,288.45",2010,FALSE,TRUE,84
396,Denyagin,4/09/2022,1341.5597,Owned,22,"$6,108,757.91",2000,TRUE,TRUE,112
703,Harvett,2/08/2022,571.3771,Leased,95,"$7,032,437.92",1997,FALSE,TRUE,88
2,Milmo,26/05/2022,2452.5861,Leased,3,"$9,662,048.90",1984,TRUE,FALSE,94
452,McNiven,20/02/2022,1827.2294,Owned,11,"$6,335,644.78",2009,FALSE,TRUE,98
996,Crocombe,18/06/2022,2078.2512,Leased,67,"$8,228,328.20",2006,TRUE,TRUE,97
610,Philpin,14/03/2022,2674.7891,Owned,27,"$8,978,891.21",2007,FALSE,FALSE,90
995,Chaudret,15/09/2022,181.9779,Owned,6,"$2,191,796.42",1988,TRUE,TRUE,80
608,Ranklin,4/03/2022,2080.621,Owned,71,"$4,995,840.54",2003,FALSE,TRUE,100
414,Whitlock,3/08/2022,230.9103,Leased,32,"$5,532,488.68",2006,TRUE,TRUE,88
261,Sussex,12/07/2022,2494.5195,Owned,89,"$6,581,585.44",2010,FALSE,FALSE,82
353,Buss,28/07/2022,120.878,Leased,48,"$5,205,396.86",2002,TRUE,FALSE,95
660,Paradyce,17/04/2022,1171.1924,Leased,98,"$2,196,214.44",1993,FALSE,TRUE,81
396,Fisby,27/12/2021,964.3905,Leased,79,"$4,930,471.74",1992,TRUE,TRUE,99
125,Bridie,6/01/2022,1572.5193,Leased,75,"$9,947,971.51",1991,TRUE,TRUE,89
621,Fransoni,15/03/2022,1880.821,Leased,11,"$9,508,981.06",1999,FALSE,TRUE,95
43,Stubbes,11/02/2022,2966.3435,Owned,33,"$3,853,278.23",1997,TRUE,TRUE,72
349,Gwilt,26/05/2022,2906.2976,Leased,71,"$3,059,894.40",2008,TRUE,FALSE,90
910,Harker,18/12/2022,1432.4499,Owned,73,"$2,138,403.49",1984,TRUE,TRUE,88
818,Stennine,30/09/2022,2284.7163,Leased,42,"$6,369,061.15",1996,FALSE,FALSE,76
759,Pantlin,9/10/2022,1892.1345,Leased,11,"$3,169,743.18",2007,FALSE,FALSE,112
202,Lucks,5/06/2022,745.4664,Leased,15,"$2,818,357.69",2008,FALSE,FALSE,93
720,McGee,20/08/2022,96.8511,Leased,79,"$5,367,691.29",2009,TRUE,TRUE,96
172,Vondrys,24/03/2022,309.4049,Owned,13,"$4,825,545.75",2003,TRUE,TRUE,89
48,Rosenstengel,18/06/2022,2167.703,Owned,82,"$9,449,150.00",1999,TRUE,FALSE,91
421,Bentham3,7/05/2022,697.4043,Owned,49,"$4,694,291.65",2007,FALSE,FALSE,82
363,Baraclough,17/09/2022,403.592,Owned,9,"$9,230,246.45",1996,TRUE,FALSE,89
706,Peckett,7/05/2022,508.8524,Owned,29,"$7,922,133.35",2010,TRUE,FALSE,90
7,Lisett,30/06/2022,2612.8481,Leased,74,"$1,580,053.87",1991,TRUE,FALSE,112
996,Bremley,14/10/2022,2511.4027,Owned,99,"$3,967,817.37",1996,FALSE,FALSE,85
311,Alyoshin,9/06/2022,697.2251,Leased,44,"$9,850,569.80",1987,FALSE,TRUE,91
689,Maccrie,6/05/2022,49.0633,Leased,50,"$6,980,334.04",1987,TRUE,TRUE,94
474,Nicklin,6/11/2022,2930.116,Owned,86,"$2,135,479.53",2009,FALSE,TRUE,70
620,Dayley,2/03/2022,1244.171,Owned,29,"$9,533,125.02",1997,FALSE,TRUE,95
850,Blaes,15/06/2022,488.2742,Leased,47,"$8,852,853.55",2005,TRUE,TRUE,85
530,Rendbaek,14/12/2022,2947.5061,Owned,80,"$6,969,235.29",1997,FALSE,TRUE,98
537,Callender,22/06/2022,1439.314,Leased,24,"$9,283,402.17",2007,FALSE,FALSE,100
880,Josskovitz,10/12/2022,938.4252,Leased,100,"$1,612,010.40",2005,FALSE,TRUE,98
377,Bartolomeoni,25/08/2022,981.3175,Owned,92,"$846,484.35",2007,FALSE,TRUE,86
248,Lancley,14/11/2022,636.0556,Leased,20,"$7,510,411.74",2012,TRUE,TRUE,87
302,Penrose,11/10/2022,1751.3829,Owned,73,"$617,781.66",2007,FALSE,TRUE,72
903,Navein,20/11/2022,1444.2842,Leased,50,"$2,720,561.72",1988,TRUE,TRUE,87
276,McQuirter,25/12/2021,406.9596,Leased,99,"$2,144,596.29",2004,TRUE,FALSE,82
742,Rodrigo,4/11/2022,2002.2219,Owned,40,"$2,300,711.42",1994,FALSE,TRUE,90
514,Bleythin,5/07/2022,1277.4095,Owned,38,"$6,903,721.08",1999,TRUE,FALSE,83
668,Guiduzzi,4/07/2022,2550.0428,Owned,34,"$349,725.28",1995,TRUE,TRUE,97
310,Joisce,28/05/2022,528.8097,Leased,78,"$9,965,575.84",1999,FALSE,TRUE,104
789,Grinikhinov,4/07/2022,407.0309,Leased,55,"$1,355,258.25",2012,FALSE,FALSE,65
832,Spincke,7/04/2022,2966.1083,Leased,26,"$5,284,513.53",2002,TRUE,FALSE,105
558,Matelaitis,10/01/2022,84.2493,Owned,85,"$8,543,406.12",1964,FALSE,TRUE,92
159,Farnsworth,21/11/2022,1574.987,Owned,62,"$4,825,752.95",2012,FALSE,TRUE,100
564,Welband,14/03/2022,1719.8811,Owned,5,"$5,461,610.56",2012,TRUE,TRUE,73
673,Scapens,27/05/2022,619.7002,Owned,43,"$876,592.90",1986,FALSE,TRUE,97
82,Dace,18/08/2022,916.2903,Leased,4,"$7,457,589.69",2001,TRUE,TRUE,89
8,Adamiak,28/04/2022,2977.38,Leased,51,"$2,892,007.14",2002,FALSE,FALSE,82
224,Jewel,4/06/2022,2224.1517,Owned,76,"$205,154.34",1992,FALSE,TRUE,84
812,Letson,26/03/2022,1684.7813,Owned,99,"$112,946.02",2012,TRUE,TRUE,105
947,Dews,27/12/2021,2410.3567,Leased,78,"$1,552,651.35",1993,FALSE,TRUE,107
485,Hulse,8/02/2022,378.202,Owned,35,"$3,765,342.22",2009,FALSE,TRUE,121
301,Martinovic,19/12/2022,1831.5223,Leased,35,"$1,561,396.71",1996,TRUE,FALSE,80
392,Szymczyk,7/04/2022,739.368,Owned,48,"$9,435,351.77",2007,FALSE,TRUE,79
176,Grayley,21/12/2021,638.0609,Leased,62,"$4,055,354.75",2008,TRUE,TRUE,103
786,Dorwood,28/01/2022,798.9633,Leased,85,"$3,276,736.26",2009,TRUE,TRUE,89
753,Cogdell,21/07/2022,304.9714,Leased,23,"$5,092,879.16",2006,TRUE,TRUE,97
879,Shallcross,16/03/2022,1968.6891,Leased,46,"$7,723,214.18",1993,FALSE,TRUE,95
597,Tilte,20/08/2022,116.0092,Owned,55,"$8,189,628.49",1997,FALSE,TRUE,84
685,Presman,18/05/2022,531.6805,Owned,33,"$4,270,803.75",1991,FALSE,FALSE,89
60,Struther,6/01/2022,962.5251,Owned,43,"$8,931,780.68",1999,FALSE,FALSE,105
970,Waldron,15/09/2022,749.3296,Owned,29,"$7,699,580.16",2002,FALSE,FALSE,68
679,Giacubbo,26/11/2022,631.1216,Owned,19,"$3,924,938.77",2013,FALSE,TRUE,100
952,Bunten,22/04/2022,1437.9198,Leased,31,"$2,150,765.64",1986,FALSE,FALSE,93
646,Barkaway,11/02/2022,32.3499,Leased,28,"$4,304,580.50",2007,FALSE,FALSE,67
1,Wyburn,6/12/2022,592.6129,Leased,43,"$6,536,069.89",2002,TRUE,FALSE,87
345,Judkin,21/05/2022,2581.2753,Leased,86,"$7,162,781.45",1999,TRUE,TRUE,96
246,McMeeking,28/06/2022,835.6386,Leased,22,"$5,064,999.17",1993,TRUE,FALSE,93
126,Wisam,3/05/2022,1691.0212,Owned,94,"$7,044,127.13",2001,FALSE,FALSE,116
521,Rosenthaler,5/09/2022,1680.0102,Leased,7,"$1,901,419.52",1972,TRUE,TRUE,77
771,Hares,14/01/2022,1763.2434,Owned,2,"$4,466,722.01",1994,FALSE,FALSE,101
348,Moulsdale,27/01/2022,2227.5379,Leased,78,"$533,052.99",2006,TRUE,TRUE,92
15,Dwyr,17/12/2022,2533.9506,Owned,14,"$6,635,134.81",2001,TRUE,FALSE,107
92,McGinty,9/02/2022,303.0144,Owned,73,"$3,939,457.51",1993,FALSE,FALSE,86
931,Mayoh,17/09/2022,488.9471,Leased,59,"$4,022,438.41",2006,FALSE,FALSE,101
869,Mitford,24/05/2022,1118.2113,Leased,9,"$9,676,360.53",1992,TRUE,FALSE,97
659,Harragin,20/05/2022,1978.6059,Leased,43,"$3,803,506.41",1999,TRUE,TRUE,93
622,Osanne,26/12/2021,1547.5281,Leased,22,"$7,847,250.05",2009,FALSE,TRUE,88
576,Scorton,13/06/2022,785.4795,Owned,84,"$5,596,962.44",1998,FALSE,FALSE,107
909,Lozano,21/01/2022,2922.7297,Owned,7,"$6,559,264.13",1997,FALSE,TRUE,96
130,Sukbhans,13/11/2022,2720.6271,Owned,25,"$2,157,745.29",1993,TRUE,FALSE,91
966,Huxstep,12/08/2022,1183.7352,Leased,71,"$2,333,213.57",1993,FALSE,TRUE,96
263,Ocheltree,22/05/2022,88.2519,Leased,76,"$2,610,284.11",1995,FALSE,TRUE,91
432,Dasent,19/08/2022,1685.1495,Leased,27,"$9,175,248.45",2004,FALSE,FALSE,93
987,Hurry,11/12/2022,1131.1408,Leased,18,"$1,417,766.88",2009,TRUE,TRUE,87
316,Siley,26/12/2021,2083.7476,Owned,84,"$7,391,538.41",1993,TRUE,TRUE,92
178,Delooze,13/08/2022,835.7397,Owned,53,"$1,380,953.76",2001,FALSE,TRUE,102
417,Katt,8/07/2022,116.2507,Owned,91,"$9,515,559.81",1986,FALSE,FALSE,88
968,Cameron,8/05/2022,2537.6075,Owned,99,"$3,795,369.48",2009,FALSE,FALSE,96
996,Donavan,31/12/2021,1911.7517,Leased,6,"$2,739,455.32",2001,FALSE,TRUE,96
758,Moens,20/01/2022,2174.1294,Leased,27,"$3,649,773.95",1999,TRUE,TRUE,77
37,Poley,12/09/2022,556.741,Owned,93,"$5,163,514.38",1999,TRUE,TRUE,91
162,Bernardin,24/11/2022,910.4706,Leased,7,"$9,159,200.08",2011,FALSE,FALSE,75
534,Stiggers,12/08/2022,40.1925,Owned,32,"$2,801,622.22",2002,TRUE,TRUE,89
471,Stanlake,14/06/2022,593.6061,Leased,52,"$1,686,219.09",1998,FALSE,TRUE,101
250,Erie,7/03/2022,1095.062,Leased,17,"$7,697,706.96",1994,TRUE,FALSE,71
225,Berntssen,3/09/2022,1002.7382,Leased,55,"$9,662,141.31",1987,FALSE,FALSE,95
24,Foard,1/02/2022,938.4935,Leased,61,"$7,379,280.74",2002,FALSE,FALSE,79
550,Abrams,13/10/2022,2805.3089,Owned,65,"$3,716,869.86",2006,TRUE,FALSE,81
388,Sawl,22/09/2022,916.6506,Owned,94,"$8,940,770.22",2011,TRUE,TRUE,98
209,Tante,27/03/2022,2199.806,Owned,80,"$8,714,059.03",1994,FALSE,TRUE,101
181,Niccolls,12/12/2022,266.7638,Owned,99,"$7,887,644.51",1976,FALSE,FALSE,74
276,Whisson,7/08/2022,2446.5137,Leased,26,"$5,290,306.68",2000,FALSE,TRUE,88
440,Faughny,4/10/2022,1015.6445,Leased,39,"$1,714,901.92",2006,TRUE,FALSE,98
948,Bawle,30/10/2022,418.6257,Leased,84,"$1,460,779.53",2003,FALSE,TRUE,92
29,Hearl,31/03/2022,2148.5936,Owned,54,"$8,231,165.01",1987,TRUE,TRUE,94
777,Eskriett,18/05/2022,931.3958,Owned,47,"$9,342,372.10",1993,FALSE,FALSE,78
73,Woodfin,23/06/2022,2828.5802,Leased,98,"$6,527,160.30",1997,TRUE,FALSE,115
692,Mannock,1/02/2022,881.4295,Leased,59,"$8,037,964.97",2005,FALSE,FALSE,84
268,Morena,24/02/2022,1128.3829,Owned,7,"$7,610,185.32",2004,FALSE,FALSE,73
934,Corbyn,29/07/2022,29.0972,Owned,100,"$6,307,544.04",1997,FALSE,FALSE,81
951,Kensit,3/12/2022,1498.0992,Leased,90,"$7,640,186.12",2000,TRUE,FALSE,90
228,Pepperd,14/12/2022,907.4473,Owned,10,"$3,838,303.12",1994,TRUE,TRUE,87
267,Guerre,19/03/2022,1221.5429,Leased,94,"$6,515,540.47",2012,TRUE,TRUE,93
957,Cowitz,5/02/2022,1777.4956,Owned,71,"$8,680,214.13",1999,TRUE,TRUE,81
744,Wanderschek,25/05/2022,2193.3683,Leased,76,"$3,284,024.79",2000,FALSE,FALSE,86
655,Sherington,4/07/2022,604.1842,Owned,37,"$7,528,547.01",1999,TRUE,TRUE,95
162,Blackaller,10/05/2022,2980.2786,Owned,10,"$4,676,293.78",2010,FALSE,FALSE,87
554,Trinke,25/09/2022,1520.3687,Leased,45,"$6,840,610.04",1994,FALSE,TRUE,90
927,Acott,12/06/2022,599.3118,Leased,72,"$9,179,494.61",2000,TRUE,TRUE,86
783,Scurry,20/11/2022,2729.3406,Owned,45,"$4,470,667.58",2007,FALSE,TRUE,64
801,Evenden,25/03/2022,2301.1376,Owned,16,"$4,506,825.89",1978,TRUE,FALSE,95
278,Dunkerley,27/10/2022,1092.5102,Owned,59,"$9,174,832.42",2010,FALSE,TRUE,86
383,Richen,23/05/2022,2351.1393,Leased,50,"$6,602,016.41",1985,FALSE,TRUE,80
721,Willeson,8/07/2022,582.4593,Leased,89,"$7,457,041.28",1996,FALSE,TRUE,104
365,Burdin,25/12/2021,643.8444,Leased,59,"$3,279,916.29",2004,TRUE,TRUE,85
843,Arthurs,17/10/2022,2462.6268,Owned,36,"$3,657,680.87",2002,TRUE,FALSE,98
900,McDade,30/05/2022,1759.7223,Owned,6,"$9,001,574.91",2008,TRUE,TRUE,113
894,Pizzie,26/02/2022,1412.6989,Leased,15,"$3,838,596.88",1987,TRUE,FALSE,101
413,Richen,4/11/2022,2514.4961,Owned,90,"$309,641.99",2010,FALSE,FALSE,86
240,Helin,16/09/2022,2419.8557,Owned,28,"$5,536,570.84",1993,FALSE,FALSE,96
847,Eastup,4/12/2022,542.2947,Owned,27,"$3,493,707.49",2001,FALSE,FALSE,73
853,Drache,11/03/2022,1307.8358,Leased,82,"$8,395,125.40",2004,TRUE,FALSE,91
19,Sybbe,10/10/2022,2867.642,Owned,67,"$4,233,437.53",2011,FALSE,FALSE,115
63,Leopard,30/01/2022,1443.0704,Owned,82,"$8,673,306.75",2005,TRUE,FALSE,92
538,Devita,24/04/2022,2487.9553,Leased,76,"$2,950,877.70",2010,FALSE,FALSE,87
678,Vinau,21/10/2022,2658.5096,Leased,9,"$9,578,500.53",2004,TRUE,FALSE,92
305,Wedlake,21/07/2022,1764.954,Owned,77,"$5,928,570.85",2010,FALSE,TRUE,78
566,Hodgets,16/05/2022,1358.1972,Owned,38,"$6,416,501.44",1997,FALSE,FALSE,84
739,Millson,8/03/2022,1625.4157,Owned,7,"$3,216,673.65",2011,FALSE,FALSE,97
369,Bulward,15/11/2022,2556.7332,Leased,31,"$2,105,012.09",2007,TRUE,TRUE,112
341,Langabeer,27/01/2022,1743.0293,Leased,18,"$9,200,390.62",2007,FALSE,FALSE,94
963,Sorro,6/08/2022,2217.9646,Leased,9,"$4,050,437.43",1992,FALSE,TRUE,101
966,Eytel,27/01/2022,2392.1859,Owned,89,"$9,420,012.31",1990,FALSE,FALSE,90
50,Astle,5/10/2022,906.4152,Owned,54,"$2,342,901.71",2008,TRUE,FALSE,81
403,Spearman,7/06/2022,510.4324,Owned,57,"$1,717,479.16",1992,FALSE,FALSE,83
146,Paylor,18/05/2022,2907.357,Leased,6,"$4,748,535.49",2000,FALSE,FALSE,90
452,Franiak,12/05/2022,2698.4509,Leased,95,"$9,734,119.62",2002,FALSE,TRUE,93
294,Fanti,27/04/2022,34.252,Leased,41,"$1,785,369.32",2007,TRUE,FALSE,103
303,Kennerley,12/08/2022,1991.1632,Leased,21,"$9,597,625.71",2010,FALSE,TRUE,92
387,Grunnell,31/03/2022,2032.6394,Leased,96,"$992,246.96",2012,FALSE,TRUE,101
648,Gilchrist,20/04/2022,1269.4342,Owned,84,"$3,647,091.65",1996,FALSE,TRUE,89
23,Cristoforetti,26/05/2022,1896.0627,Owned,11,"$8,347,946.01",2012,FALSE,TRUE,106
657,Hazeup,25/12/2021,2518.6183,Leased,53,"$8,818,605.31",2010,TRUE,FALSE,78
699,Shotboulte,6/05/2022,1541.4446,Leased,38,"$3,520,323.68",1994,FALSE,FALSE,95
85,Hefforde,23/03/2022,1475.0451,Owned,68,"$2,828,089.25",2006,FALSE,TRUE,93
394,Reding,21/10/2022,759.429,Owned,12,"$5,885,098.60",2009,FALSE,FALSE,109
234,Fruchon,30/12/2021,1201.2399,Leased,65,"$901,295.30",1970,FALSE,TRUE,103
830,Baynham,15/09/2022,1783.2385,Leased,20,"$9,643,505.56",2008,FALSE,FALSE,78
103,Rude,6/11/2022,385.1114,Owned,40,"$327,230.63",2008,TRUE,FALSE,103
187,Bercevelo,10/07/2022,746.8584,Leased,30,"$2,858,829.83",2009,FALSE,FALSE,94
40,Torregiani,29/06/2022,108.5597,Owned,17,"$6,795,135.74",2000,FALSE,FALSE,85
375,Amburgy,22/10/2022,1967.0069,Owned,60,"$6,234,446.38",2000,TRUE,FALSE,92
286,Incogna,28/02/2022,111.6057,Owned,30,"$3,844,812.13",2005,FALSE,TRUE,90
935,Heskin,8/12/2022,1540.9102,Leased,59,"$1,174,227.28",1998,TRUE,TRUE,98
883,Hamby,22/11/2022,2434.3588,Owned,15,"$7,371,316.20",2012,FALSE,FALSE,91
270,Kochl,26/07/2022,901.6466,Owned,74,"$4,740,049.61",2000,FALSE,TRUE,101
762,Chesser,9/04/2022,1691.3143,Owned,33,"$9,791,730.44",2008,TRUE,FALSE,110
659,Fehners,14/07/2022,1355.6962,Leased,42,"$3,823,506.92",2010,FALSE,TRUE,89
398,Grishunin,12/04/2022,1829.4352,Owned,13,"$8,650,245.43",2011,FALSE,TRUE,97
789,Gullane,31/07/2022,2023.392,Owned,63,"$693,045.25",2006,TRUE,TRUE,88
524,Bundock,30/01/2022,677.2577,Owned,61,"$3,772,505.08",2011,TRUE,FALSE,88
838,Taffurelli,16/03/2022,1008.3935,Leased,62,"$6,490,636.46",1996,TRUE,TRUE,80
821,Downse,10/01/2022,2445.2523,Leased,1,"$3,916,827.05",1999,TRUE,FALSE,81
916,Felix,16/01/2022,2103.318,Owned,80,"$4,843,726.57",1996,TRUE,TRUE,85
778,Sempill,20/11/2022,1441.8786,Owned,61,"$3,114,441.09",1989,FALSE,FALSE,92
371,Asson,6/01/2022,2024.8339,Owned,21,"$4,398,488.20",1998,TRUE,FALSE,85
487,Corn,27/02/2022,2443.4257,Leased,46,"$407,577.88",2001,FALSE,TRUE,79
423,Mortell,29/05/2022,2956.7541,Owned,52,"$8,952,516.04",1994,FALSE,FALSE,114
